"station id","time","type","station name","station latitude","station longitude","bike_id","current bike count","initial bike count"
"3186","2019-09-01 08:46:42.6910","1","Grove St PATH","40.7195861164717","-74.0431174635887","26216","16","10"
"3203","2019-09-01 08:47:14.9570","0","Hamilton Park","40.727595966","-74.044247311","29482","78","81"
"3195","2019-09-01 08:48:10.1320","1","Sip Ave","40.7308970978618","-74.0639126300812","29680","42","38"
"3186","2019-09-01 08:48:57.7730","1","Grove St PATH","40.7195861164717","-74.0431174635887","29537","17","10"
"3195","2019-09-01 08:49:28.0150","1","Sip Ave","40.7308970978618","-74.0639126300812","29660","43","38"
"3203","2019-09-01 08:49:31.6720","0","Hamilton Park","40.727595966","-74.044247311","29620","77","81"
"3201","2019-09-01 08:50:00.3030","0","Dey St","40.737711","-74.066921","29517","9","10"
"3211","2019-09-01 08:51:02.3530","1","Newark Ave","40.72152515","-74.046304543","29482","22","20"
"3276","2019-09-01 08:51:47.1010","0","Marin Light Rail","40.7145840353589","-74.042817056179","29622","26","33"
"3275","2019-09-01 08:52:00.9030","0","Columbus Drive","40.7183551982321","-74.0389144420624","26239","7","10"
"3211","2019-09-01 08:52:21.5510","1","Newark Ave","40.72152515","-74.046304543","29620","23","20"
"3275","2019-09-01 08:52:47.1420","1","Columbus Drive","40.7183551982321","-74.0389144420624","29671","8","10"
"3195","2019-09-01 08:53:58.0900","0","Sip Ave","40.7308970978618","-74.0639126300812","29578","42","38"
"3639","2019-09-01 08:54:00.2070","0","Harborside","40.7192517","-74.034234","29636","15","14"
"3278","2019-09-01 08:54:23.3450","0","Monmouth and 6th","40.725685483629","-74.0487903356552","26220","38","39"
"3186","2019-09-01 08:55:50.3430","1","Grove St PATH","40.7195861164717","-74.0431174635887","29622","18","10"
"3679","2019-09-01 08:56:10.7430","0","Bergen Ave","40.722103786686","-74.0714550018311","29437","13","11"
"3272","2019-09-01 08:56:25.0740","1","Jersey & 3rd","40.7233315864644","-74.0459525585174","26220","20","19"
"3195","2019-09-01 08:56:47.3290","1","Sip Ave","40.7308970978618","-74.0639126300812","29517","43","38"
"3677","2019-09-01 08:56:59.0390","1","Glenwood Ave","40.7275514673001","-74.0710607171059","29578","11","10"
"3187","2019-09-01 08:57:31.3790","1","Warren St","40.7211236","-74.03805095","29475","15","15"
"3187","2019-09-01 08:57:53.5060","1","Warren St","40.7211236","-74.03805095","29305","16","15"
"3203","2019-09-01 08:58:29.8500","0","Hamilton Park","40.727595966","-74.044247311","29607","76","81"
"3214","2019-09-01 08:58:42.8250","1","Essex Light Rail","40.7127742","-74.0364857","29446","15","16"
"3203","2019-09-01 08:58:54.6750","0","Hamilton Park","40.727595966","-74.044247311","26166","75","81"
"3638","2019-09-01 08:59:52.0200","0","Washington St","40.7242941","-74.0354826","29284","12","13"
"3638","2019-09-01 09:00:47.5660","1","Washington St","40.7242941","-74.0354826","29636","13","13"
"3202","2019-09-01 09:01:39.5390","1","Newport PATH","40.7272235","-74.0337589","29284","26","26"
"3195","2019-09-01 09:02:12.2780","1","Sip Ave","40.7308970978618","-74.0639126300812","29437","44","38"
"3202","2019-09-01 09:06:27.4280","1","Newport PATH","40.7272235","-74.0337589","26166","27","26"
"3202","2019-09-01 09:07:16.0390","1","Newport PATH","40.7272235","-74.0337589","26239","28","26"
"3211","2019-09-01 09:09:32.0140","0","Newark Ave","40.72152515","-74.046304543","29280","22","20"
"3639","2019-09-01 09:11:14.5970","0","Harborside","40.7192517","-74.034234","29644","14","14"
"3694","2019-09-01 09:12:40.2950","1","Jackson Square","40.71113","-74.0789","26192","12","10"
"3483","2019-09-01 09:17:46.4180","1","Montgomery St","40.71942","-74.05099","29607","11","11"
"3483","2019-09-01 09:18:02.7890","1","Montgomery St","40.71942","-74.05099","29280","12","11"
"3205","2019-09-01 09:18:07.0520","1","JC Medical Center","40.7165397809919","-74.0496379137039","29644","16","15"
"3640","2019-09-01 09:19:00.1120","0","Journal Square","40.73367","-74.0625","29624","6","10"
"3203","2019-09-01 09:20:16.8050","0","Hamilton Park","40.727595966","-74.044247311","29581","74","81"
"3213","2019-09-01 09:21:29.6630","0","Van Vorst Park","40.71848892","-74.047726625","26288","24","23"
"3184","2019-09-01 09:22:35.0940","0","Paulus Hook","40.7141454","-74.0335519","29663","10","10"
"3214","2019-09-01 09:23:08.1830","0","Essex Light Rail","40.7127742","-74.0364857","26294","14","16"
"3681","2019-09-01 09:23:09.8790","0","Grand St","40.7151776773203","-74.0376833081245","29470","13","15"
"3201","2019-09-01 09:23:15.3110","1","Dey St","40.737711","-74.066921","29624","10","10"
"3214","2019-09-01 09:24:15.5580","0","Essex Light Rail","40.7127742","-74.0364857","29456","13","16"
"3273","2019-09-01 09:24:44.9970","1","Manila & 1st","40.72165072488","-74.0428841114044","29581","14","14"
"3792","2019-09-01 09:24:49.3370","1","Columbus Dr at Exchange Pl","40.71687","-74.03281","29663","14","10"
"3203","2019-09-01 09:25:35.2050","0","Hamilton Park","40.727595966","-74.044247311","29296","73","81"
"3214","2019-09-01 09:25:45.5470","0","Essex Light Rail","40.7127742","-74.0364857","26251","12","16"
"3214","2019-09-01 09:26:07.8500","0","Essex Light Rail","40.7127742","-74.0364857","29586","11","16"
"3214","2019-09-01 09:27:37.5420","0","Essex Light Rail","40.7127742","-74.0364857","29455","10","16"
"3214","2019-09-01 09:27:52.3160","0","Essex Light Rail","40.7127742","-74.0364857","26190","9","16"
"3273","2019-09-01 09:28:12.8530","0","Manila & 1st","40.72165072488","-74.0428841114044","29581","13","14"
"3186","2019-09-01 09:28:39.5230","1","Grove St PATH","40.7195861164717","-74.0431174635887","29296","19","10"
"3792","2019-09-01 09:29:55.1460","0","Columbus Dr at Exchange Pl","40.71687","-74.03281","29226","13","10"
"3679","2019-09-01 09:30:23.0410","0","Bergen Ave","40.722103786686","-74.0714550018311","26271","12","11"
"3267","2019-09-01 09:31:55.0410","0","Morris Canal","40.7124188237569","-74.0385255217552","26243","31","34"
"3209","2019-09-01 09:32:44.1310","1","Brunswick St","40.7241765","-74.0506564","29581","26","26"
"3186","2019-09-01 09:33:01.4280","1","Grove St PATH","40.7195861164717","-74.0431174635887","29470","20","10"
"3199","2019-09-01 09:33:16.5410","0","Newport Pkwy","40.7287448","-74.0321082","29250","11","13"
"3267","2019-09-01 09:34:30.7720","1","Morris Canal","40.7124188237569","-74.0385255217552","29226","32","34"
